0.0 	28.8 	32.9 	1009.9 
0.0 	28.8 	33.7 	1009.7 
0.0 	28.5 	33.5 	1009.3 
0.0 	28.5 	33.5 	1009.2 
0.0 	28.4 	33.3 	1009.0 
0.0 	28.1 	33.1 	1008.7 
5.6 	28.0 	33.3 	1008.9 
63.9 	28.1 	33.5 	1009.3 
230.6 	29.2 	33.2 	1009.5 
336.1 	29.5 	33.8 	1009.9 
655.6 	31.1 	33.0 	1010.2 
905.6 	32.0 	32.8 	1010.0 
1036.1 	32.5 	34.3 	1009.9 
519.4 	31.6 	32.6 	1009.4 
1036.1 	32.3 	32.9 	1009.0 
475.0 	29.7 	31.7 	1009.0 
286.1 	31.8 	33.4 	1008.7 
450.0 	30.8 	32.9 	1008.7 
172.2 	30.3 	32.0 	1008.6 
61.1 	30.1 	32.4 	1009.0 
13.9 	30.0 	32.7 	1009.4 
0.0 	29.7 	32.5 	1010.1 
0.0 	29.2 	32.4 	1010.0 
0.0 	28.8 	32.5 	1010.0 
0.0 	28.8 	32.1 	1010.0 
0.0 	28.8 	30.9 	1009.7 
0.0 	28.7 	31.5 	1009.1 
0.0 	28.5 	31.9 	1008.9 
0.0 	28.3 	31.9 	1008.6 
0.0 	28.3 	31.9 	1008.5 
2.8 	27.8 	32.1 	1008.7 
50.0 	28.2 	31.8 	1009.0 
213.9 	29.1 	31.4 	1009.2 
230.6 	29.2 	31.2 	1009.5 
413.9 	30.7 	32.3 	1009.8 
819.4 	30.8 	31.6 	1009.7 
952.8 	32.1 	33.0 	1009.3 
472.2 	29.6 	31.9 	1009.1 
247.2 	29.5 	33.8 	1008.8 
269.4 	29.6 	31.9 	1008.5 
550.0 	30.2 	30.9 	1008.4 
191.7 	29.5 	32.6 	1008.2 
255.6 	30.1 	31.6 	1008.0 
100.0 	29.7 	30.9 	1008.0 
16.7 	29.1 	31.0 	1008.2 
0.0 	28.7 	31.5 	1008.4 
0.0 	28.5 	31.5 	1008.5 
0.0 	28.3 	31.9 	1008.4 
0.0 	28.1 	31.6 	1008.4 
0.0 	28.0 	31.8 	1008.5 
0.0 	27.8 	31.4 	1008.1 
0.0 	27.8 	31.4 	1007.8 
0.0 	27.6 	31.4 	1007.8 
0.0 	27.4 	31.0 	1007.9 
2.8 	27.4 	30.3 	1008.7 
44.4 	27.5 	30.5 	1008.9 
188.9 	28.6 	30.9 	1008.9 
405.6 	29.7 	30.0 	1008.7 
511.1 	30.5 	29.3 	1008.7 
477.8 	30.1 	30.7 	1008.5 
808.3 	30.6 	29.9 	1008.1 
966.7 	30.8 	29.8 	1007.5 
947.2 	31.8 	31.0 	1007.5 
652.8 	30.6 	30.3 	1007.2 
344.4 	31.4 	31.3 	1007.0 
152.8 	30.4 	30.0 	1007.3 
180.6 	30.8 	29.3 	1007.5 
80.6 	30.0 	30.1 	1007.9 
11.1 	29.2 	30.0 	1008.4 
0.0 	28.7 	29.9 	1008.9 
0.0 	28.5 	29.2 	1009.0 
0.0 	28.0 	28.7 	1009.0 
0.0 	27.8 	29.2 	1009.1 
0.0 	27.9 	29.7 	1008.8 
0.0 	27.6 	29.2 	1008.4 
0.0 	27.4 	29.2 	1008.0 
0.0 	27.2 	29.2 	1007.9 
0.0 	26.9 	28.7 	1007.8 
2.8 	27.0 	28.5 	1007.8 
38.9 	27.1 	29.1 	1007.9 
191.7 	28.8 	29.3 	1008.0 
372.2 	29.5 	28.0 	1008.3 
588.9 	30.0 	28.0 	1008.7 
636.1 	31.8 	29.2 	1008.5 
355.6 	29.9 	28.7 	1008.4 
238.9 	29.8 	28.5 	1007.8 
352.8 	30.2 	28.3 	1007.1 
244.4 	30.2 	28.8 	1007.0 
236.1 	30.4 	28.7 	1007.1 
427.8 	30.7 	28.3 	1006.8 
280.6 	30.0 	28.0 	1006.9 
83.3 	29.2 	28.0 	1007.1 
8.3 	28.7 	28.0 	1007.2 
0.0 	28.9 	28.7 	1007.3 
0.0 	28.5 	28.4 	1007.9 
0.0 	28.0 	28.4 	1008.4 
0.0 	27.8 	29.2 	1008.6 
0.0 	27.8 	28.4 	1008.3 
0.0 	27.3 	28.0 	1008.1 
0.0 	27.2 	28.1 	1008.0 
0.0 	27.1 	28.0 	1007.7 
0.0 	27.0 	27.8 	1007.6 
2.8 	26.7 	28.0 	1007.6 
38.9 	26.8 	28.2 	1008.1 
191.7 	28.4 	28.3 	1008.3 
405.6 	29.8 	28.1 	1008.5 
597.2 	30.6 	27.2 	1008.6 
791.7 	31.8 	27.8 	1008.5 
922.2 	31.8 	24.9 	1008.1 
969.4 	31.6 	26.5 	1007.5 
902.8 	31.6 	27.4 	1006.8 
805.6 	32.4 	26.3 	1006.4 
694.4 	32.0 	27.6 	1006.4 
386.1 	31.0 	27.0 	1006.8 
291.7 	30.6 	26.4 	1007.0 
72.2 	29.6 	27.4 	1007.3 
8.3 	29.1 	28.2 	1007.5 
0.0 	28.7 	28.4 	1008.2 
0.0 	28.5 	28.0 	1008.7 
0.0 	28.3 	28.1 	1008.7 
0.0 	28.0 	28.0 	1008.6 
0.0 	28.1 	27.8 	1008.4 
0.0 	27.9 	27.8 	1008.6 
0.0 	27.9 	28.6 	1008.1 
0.0 	27.7 	28.2 	1007.9 
0.0 	27.7 	28.2 	1007.9 
2.8 	27.4 	28.1 	1008.1 
36.1 	27.4 	27.4 	1008.3 
197.2 	29.0 	27.3 	1008.6 
419.4 	30.6 	28.1 	1008.7 
