0	510.95
0.016666667	823.58
0.033333333	1432.22
0.05	1070.75
0.066666667	593.01
0.083333333	646.75
0.1	1336.48
0.116666667	1040.46
0.133333333	1346.25
0.15	901.73
0.166666667	677.03
0.183333333	715.13
0.2	894.89
0.216666667	1625.66
0.233333333	1183.1
0.25	769.84
0.266666667	1230.97
0.283333333	1681.35
0.3	639.91
0.316666667	1076.61
0.333333333	1390.21
0.35	1322.8
0.366666667	1646.17
0.383333333	1658.88
0.4	872.42
0.416666667	1617.84
0.433333333	788.41
0.45	702.43
0.466666667	1174.3
0.483333333	1383.37
0.5	1322.8
0.516666667	1034.6
0.533333333	1252.46
0.55	946.67
0.566666667	870.47
0.583333333	591.06
0.6	780.59
0.616666667	1375.56
0.633333333	1287.63
0.65	769.84
0.666666667	1229.01
0.683333333	906.62
0.7	984.77
0.716666667	736.63
0.733333333	934.95
0.75	1040.46
0.766666667	1019.94
0.783333333	1188.96
0.8	1015.06
0.816666667	903.69
0.833333333	1070.75
0.85	1017.99
0.866666667	1275.91
0.883333333	987.7
0.9	1817.14
0.916666667	1430.27
0.933333333	884.15
0.95	988.68
0.966666667	863.63
0.983333333	1578.76
1	805.01
1.016666667	1005.29
1.033333333	1531.87
1.05	939.83
1.066666667	1124.48
1.083333333	1183.1
1.1	1151.83
1.116666667	892.94
1.133333333	823.58
1.15	1875.76
1.166666667	622.32
1.183333333	1112.76
1.2	682.89
1.216666667	1026.78
1.233333333	866.56
1.25	1677.44
1.266666667	1395.1
1.283333333	1247.58
1.3	693.64
1.316666667	1647.15
1.333333333	1003.34
1.35	984.77
1.366666667	3015.87
1.383333333	1506.47
1.4	1492.79
1.416666667	1337.46
1.433333333	1248.55
1.45	1771.23
1.466666667	837.25
1.483333333	1094.19
1.5	979.89
1.516666667	808.92
1.533333333	1057.07
1.55	946.67
1.566666667	1429.29
1.583333333	1889.44
1.6	1327.69
1.616666667	1356.02
1.633333333	1943.17
1.65	1175.28
1.666666667	937.88
1.683333333	645.77
1.7	847.02
1.716666667	923.23
1.733333333	1141.09
1.75	2037.93
1.766666667	2084.83
1.783333333	1591.47
1.8	1362.86
1.816666667	1417.57
1.833333333	1223.15
1.85	805.99
1.866666667	823.58
1.883333333	1606.12
1.9	1079.54
1.916666667	972.07
1.933333333	2330.05
1.95	2445.33
1.966666667	1610.03
1.983333333	1312.05
2	1015.06
2.016666667	917.36
2.033333333	847.02
2.05	879.26
2.066666667	1222.17
2.083333333	1013.11
2.1	1395.1
2.116666667	1383.37
2.133333333	1307.17
2.15	825.53
2.166666667	1427.34
2.183333333	2020.35
2.2	926.16
2.216666667	1066.84
2.233333333	869.49
2.25	1522.1
2.266666667	2038.91
2.283333333	1367.74
2.3	2785.31
2.316666667	1362.86
2.333333333	792.31
2.35	1162.58
2.366666667	906.62
2.383333333	1029.71
2.4	1269.07
2.416666667	1687.21
2.433333333	1346.25
2.45	832.37
2.466666667	1046.32
2.483333333	884.15
2.5	921.27
2.516666667	1372.63
2.533333333	926.16
2.55	845.07
2.566666667	1366.76
2.583333333	849.95
2.6	807.94
2.616666667	1472.28
2.633333333	1714.56
2.65	1041.44
