frc_time	Pair	Uwind	Vwind	Tair	Qair	rain	swrad	cloud	SST
12.54166698	1004.400024	-0.380599856	-5.887711048	30.70000076	67	0	691.666687	0.766666651	29
12.58333302	1003.799988	-0.328993082	-5.089377403	32	61	0	811.111084	0.733333349	29
12.625	1003.400024	-2.488912106	-5.127895832	32.40000153	57	0	744.444458	0.699999988	29
12.66666698	1003.299988	-2.357916594	-4.858006477	31.20000076	60	0	516.666687	0.766666651	29
12.70833302	1003.299988	1.395641685	-4.172791004	30.20000076	69	0	283.3333435	0.833333313	29
12.75	1003.599976	-0.232230425	-3.592501879	29.5	73	0	136.1111145	0.899999976	29
12.79166698	1004	-0.206427038	-3.193334818	29.29999924	76	0	38.88888931	0.600000024	29
12.83333302	1004.400024	-0.258033812	-3.991668701	29	74	0	8.333333015	0.300000012	29
12.875	1005.200012	-1.528279305	-3.148708105	28.70000076	75	0	0	0	29
12.91666698	1005.900024	-0.193525344	-2.993751526	28.60000038	76	0	0	0	29
12.95833302	1005.900024	-1.528279305	-3.148708105	28.39999962	77	0	0	0	29
13	1006	-0.148369431	-2.295209408	28.20000076	78	0	0	0	29
13.04166698	1006	-0.141918585	-2.195417643	28	78	0	0	0	29
13.08333302	1005.799988	-0.141918585	-2.195417643	27.89999962	78	0	0	0	29
13.125	1005.099976	1.108228326	-1.28911984	27.70000076	79	0	0	0	29
13.16666698	1005.099976	-0.116115212	-1.796250939	27.5	81	0	0	0	29
13.20833302	1005	-0.090311833	-1.397083998	27.5	80	0	0	0	29
13.25	1005	-0.199976191	-3.093543291	27.60000038	78	0	2.777777672	0	29
13.29166698	1005.599976	-0.87330246	-1.799261689	27.39999962	78	0	38.88888931	0.06666667	29
13.33333302	1006.200012	-0.122566052	-1.896042585	28.89999962	73	0	191.6666718	0.13333334	29
13.375	1006.5	1.141888618	-3.414101601	29.79999924	69	0	336.1111145	0.200000003	29
13.41666698	1006.900024	1.807990313	-5.405661106	30.70000076	63	0	488.8888855	0.300000012	29
13.45833302	1006.900024	1.776271224	-5.310824871	30.89999962	60	0	677.777771	0.400000006	29
13.5	1006.799988	1.744552135	-5.215988636	31.20000076	60	0	780.555542	0.5	29
13.54166698	1006.099976	1.554237366	-4.646971703	32.5	55	0	888.888916	0.433333337	29
13.58333302	1005.700012	1.934866905	-5.785005569	32.40000153	54	0	913.888916	0.366666675	29
13.625	1005.299988	-0.380599856	-5.887711048	31.79999924	56	0	794.444458	0.300000012	29
13.66666698	1005.200012	1.554237366	-4.646971703	31.70000076	57	0	669.444458	0.333333343	29
13.70833302	1005.400024	-0.309640557	-4.790002346	30.89999962	60	0	488.8888855	0.366666675	29
13.75	1005.700012	-0.316091388	-4.889793873	29.89999962	65	0	236.1111145	0.400000006	29
13.79166698	1005.799988	-0.161271125	-2.494792938	29.20000076	68	0	38.88888931	0.333333343	29
13.83333302	1006.099976	-0.161271125	-2.494792938	28.89999962	69	0	5.555555344	0.266666681	29
13.875	1006.5	-0.148369431	-2.295209408	28.79999924	70	0	0	0.200000003	29
13.91666698	1007	-0.785972238	-1.619335532	28.60000038	72	0	0	0.183333337	29
13.95833302	1007.200012	-0.916967571	-1.889224768	28.10000038	73	0	0	0.166666672	29
14	1007.099976	-0.167721972	-2.594584703	28.10000038	72	0	0	0.150000006	29
14.04166698	1007	-0.122566052	-1.896042585	27.89999962	71	0	0	0.13333334	29
14.08333302	1006.5	-0.122566052	-1.896042585	27.60000038	73	0	0	0.116666667	29
14.125	1006.099976	-0.135467738	-2.095626116	27.39999962	67	0	0	0.100000001	29
14.16666698	1006	-0.077410139	-1.197500587	27	70	0	0	0.100000001	29
14.20833302	1006	-0.03870507	-0.598750293	26.79999924	71	0	0	0.100000001	29
14.25	1006.400024	-0.077410139	-1.197500587	26.70000076	73	0	0	0.100000001	29
14.29166698	1006.799988	-0.077410139	-1.197500587	27	73	0	27.77777863	0.13333334	29
14.33333302	1007.400024	-0.077410139	-1.197500587	28.29999924	69	0	163.8888855	0.166666672	29
14.375	1007.400024	-0.199976191	-3.093543291	29.39999962	66	0	375	0.200000003	29
14.41666698	1007.5	-0.32254225	-4.989585876	29.29999924	66	0	419.444458	0.366666675	29
14.45833302	1007.5	-2.183256149	-4.498154163	30.29999924	63	0	413.8888855	0.533333361	29
14.5	1007.400024	-2.183256149	-4.498154163	31.89999962	48	0	655.555542	0.699999988	29
14.54166698	1007.099976	-1.484614134	-3.058744907	32.5	48	0	808.333313	0.733333349	29
14.58333302	1006.700012	1.395641685	-4.172791004	32.29999924	52	0	683.333313	0.766666651	29
14.625	1006.299988	1.395641685	-4.172791004	31.79999924	55	0	616.666687	0.800000012	29
14.66666698	1006.099976	-2.095925808	-4.318228245	31.29999924	61	0	488.8888855	0.800000012	29
14.70833302	1006.200012	-3.794929981	-3.407125711	29.5	77	0	355.555542	0.800000012	29
14.75	1006.5	-4.047664642	-1.451348424	29.60000038	68	0	144.4444427	0.800000012	29
14.79166698	1006.799988	-2.052260876	-4.228265285	28.20000076	77	0	58.33333206	0.699999988	29
14.83333302	1007.200012	-1.135293245	-2.339040279	27.70000076	80	0	5.555555344	0.600000024	29
14.875	1007.799988	-1.35361886	-2.788855791	27.70000076	82	0	0	0.5	29
14.91666698	1008.299988	-1.004297853	-2.069150925	27.79999924	81	0	0	0.466666669	29
14.95833302	1008.200012	-0.109664366	-1.696459174	28.10000038	79	0	0	0.433333337	29
15	1008.299988	-1.129580736	-0.405027479	27	86	0	0	0.400000006	29
15.04166698	1008.200012	-1.047962904	-2.159114122	27.10000038	85	0	0	0.366666675	29
15.08333302	1007.900024	-0.967335105	-0.868483007	26.79999924	86	0	0	0.333333343	29
15.125	1007.5	-1.135293245	-2.339040279	26.70000076	84	0	0	0.300000012	29
15.16666698	1007	-1.178958297	-2.429003239	26.70000076	84	0	0	0.466666669	29
15.20833302	1007.099976	-1.30995369	-2.698892593	26.70000076	83	0	0	0.633333325	29
15.25	1007.599976	-1.397283912	-2.87881875	26.60000038	82	0	0	0.800000012	29
15.29166698	1008.099976	-1.222623467	-2.518966436	26.79999924	80	0	41.66666794	0.633333325	29
15.33333302	1008.5	-1.222623467	-2.518966436	27.79999924	79	0	147.222229	0.466666669	29
15.375	1009	-3.720519781	-3.340319395	29.39999962	69	0	333.3333435	0.300000012	29
15.41666698	1009.400024	-3.86934042	-3.473932028	30.60000038	62	0	577.777771	0.366666675	29
15.45833302	1009.299988	-4.166982174	-3.741157532	31.39999962	59	0	736.111084	0.433333337	29
15.5	1009.299988	-2.139590979	-4.408191204	29.70000076	68	0	355.555542	0.5	29
15.54166698	1008.700012	-3.050826073	-2.739061832	31	60	0	402.777771	0.566666663	29
15.58333302	1008.299988	-4.241392612	-3.807964087	31.39999962	57	0	450	0.633333325	29
15.625	1007.799988	-5.17724514	-1.856375933	30.5	66	0	572.222229	0.699999988	29
15.66666698	1007.700012	-4.911086082	-4.409221649	30	67	0	466.6666565	0.666666687	29
15.70833302	1008.099976	-2.70723772	-5.577711582	27.20000076	80	0	230.5555573	0.633333325	29
15.75	1008.200012	-2.381132603	-2.13780427	28	80	0	77.77777863	0.600000024	29
15.79166698	1008.299988	-2.60436368	-2.338223457	27.60000038	81	0	47.22222137	0.533333361	29
15.83333302	1008.599976	-2.306722164	-2.070997953	27.5	79	0	8.333333015	0.466666669	29
15.875	1009.200012	-1.860259891	-1.670159698	27.5	80	0	0	0.400000006	29
15.91666698	1009.599976	-1.004297853	-2.069150925	27.20000076	84	0	0	0.5	29
15.95833302	1009.400024	-3.050826073	-2.739061832	26.20000076	87	0	0	0.600000024	29
16	1009.099976	-2.52995348	-2.271417141	27.10000038	82	0	0	0.699999988	29
16.04166603	1009	-3.200478792	-1.147577882	27	84	0	0	0.800000012	29
16.08333397	1008.799988	-1.266288519	-2.608929634	26.89999962	85	0	0	0.899999976	29
16.125	1008.5	-2.009080648	-1.803772449	26.79999924	85	0	0	1	29
16.16666603	1008.200012	-2.455543041	-2.204610825	26.79999924	84	0	0	0.800000012	29
16.20833397	1008.299988	-1.785849452	-1.603353262	26.60000038	84	0	0	0.600000024	29
16.25	1008.599976	-2.52995348	-2.271417141	26.39999962	84	0	2.777777672	0.400000006	29
16.29166603	1008.900024	-2.381132603	-2.13780427	26.60000038	84	0	41.66666794	0.333333343	29
16.33333397	1009.599976	-2.827594995	-2.538642645	28.10000038	79	0	166.6666718	0.266666681	29
16.375	1010	-4.092571735	-3.674351215	29.29999924	71	0	375	0.200000003	29
16.41666603	1010	-4.092571735	-3.674351215	30.39999962	68	0	602.777771	0.366666675	29
16.45833397	1010.299988	-5.365508556	-1.923880577	30.20000076	66	0	702.777771	0.533333361	29
16.5	1009.900024	-4.706586361	-1.687614441	30.5	66	0	702.777771	0.699999988	29
16.54166603	1009.400024	-4.424191475	-1.586357594	31	65	0	750	0.600000024	29
16.58333397	1009.200012	-4.894850254	-1.755119085	31.60000038	61	0	811.111084	0.5	29
16.625	1008.900024	-5.08311367	-1.82262361	31.10000038	61	0	763.888916	0.400000006	29
16.66666603	1008.900024	-4.894850254	-1.755119085	30.60000038	62	0	611.111084	0.333333343	29
16.70833397	1009.099976	-4.988981724	-1.788871408	30.70000076	66	0	400	0.266666681	29
16.75	1009.400024	-4.988981724	-1.788871408	29.79999924	68	0	194.4444427	0.200000003	29
16.79166603	1009.799988	-4.330059528	-1.552605391	29.20000076	72	0	55.55555725	0.200000003	29
16.83333397	1010.299988	-3.577005863	-1.282587051	28.89999962	74	0	5.555555344	0.200000003	29
16.875	1010.700012	-4.2960186	0.184995607	29	75	0	0	0.200000003	29
16.91666603	1011.200012	-3.496759415	0.150577813	28.89999962	74	0	0	0.200000003	29
16.95833397	1011.099976	-3.097129822	0.133368924	28.89999962	75	0	0	0.200000003	29
17	1010.799988	-3.596666813	0.154880032	28.70000076	75	0	0	0.200000003	29
