Title=potential temperature from YAEYAMA2 Test Case

Legend=(s_rho, eta_rho, xi_rho) = (-0.966667, 23.9666, 123.603)
ocean_time (seconds since 2000-01-01 00:00:00)	temp (Celsius)
591123584.000000	21.031307
591127168.000000	21.172218
591130816.000000	21.038935
591134400.000000	21.232306
591137984.000000	21.106730
591141632.000000	20.553310
591145216.000000	19.855841
591148800.000000	19.660566
591152384.000000	20.052952
591155968.000000	20.777172
591159616.000000	21.416325
591163200.000000	21.555338
591166784.000000	21.511475
591170432.000000	21.673399
591174016.000000	21.905993
591177600.000000	21.871380
591181184.000000	21.629190
591184768.000000	20.826845
591188416.000000	20.203905
591192000.000000	20.473597
591195584.000000	20.800747
591199232.000000	20.999483
591202816.000000	21.079102
591206400.000000	21.084549
591209984.000000	21.262505
591213568.000000	21.430559
591217216.000000	21.458504
591220800.000000	21.448608
591224384.000000	21.387396
591228032.000000	20.933416
591231616.000000	20.111162
591235200.000000	19.997688
591238784.000000	20.166258
591242368.000000	20.348640
591246016.000000	20.705095
591249600.000000	21.187834
591253184.000000	21.772680
591256832.000000	21.868574
591260416.000000	21.749292
591264000.000000	21.626822
591267584.000000	21.480198
591271168.000000	20.914938
591274816.000000	20.200584
591278400.000000	20.280157
591281984.000000	20.303648
591285632.000000	20.297899
591289216.000000	20.672489
591292800.000000	21.183807
591296384.000000	21.349741
591299968.000000	20.969929
591303616.000000	21.120228
591307200.000000	21.367779
591310784.000000	21.461603
591314432.000000	21.407850
591318016.000000	20.620682
591321600.000000	20.063393
591325184.000000	20.033470
591328768.000000	20.369762
591332416.000000	20.769497
591336000.000000	21.071596
591339584.000000	21.941204
591343232.000000	22.273863
591346816.000000	21.703550
591350400.000000	21.508965
591353984.000000	21.377754
591357568.000000	21.382618
591361216.000000	21.069183
591364800.000000	20.397772
591368384.000000	20.053770
591372032.000000	20.094982
591375616.000000	20.520035
591379200.000000	21.644232
591382784.000000	22.587469
591386368.000000	22.302586
591390016.000000	21.646704
591393600.000000	21.516241
591397184.000000	21.468616
591400832.000000	21.674465
591404416.000000	21.497210
591408000.000000	20.754272
591411584.000000	20.564690
591415168.000000	20.525759
591418816.000000	20.557877
591422400.000000	20.972218
591425984.000000	21.116764
591429632.000000	21.407242
591433216.000000	21.686777
591436800.000000	21.775242
591440384.000000	21.792236
591443968.000000	21.805372
591447616.000000	21.603270
591451200.000000	20.737183
591454784.000000	20.298569
591458432.000000	20.657419
591462016.000000	21.197609
591465600.000000	21.935513
591469184.000000	22.501965
591472768.000000	23.221037
591476416.000000	22.862499
591480000.000000	22.535225
591483584.000000	22.227520
591487232.000000	22.254202
591490816.000000	22.131874
591494400.000000	21.614227
591497984.000000	21.260504
591501568.000000	21.177408
591505216.000000	21.463753
591508800.000000	22.698496
591512384.000000	23.869465
591516032.000000	24.218067
591519616.000000	23.662605
591523200.000000	22.631496
591526784.000000	22.466709
591530368.000000	22.502079
591534016.000000	22.277693
591537600.000000	22.054655
591541184.000000	21.534658
591544832.000000	21.033859
591548416.000000	21.124561
591552000.000000	21.341261
591555584.000000	21.652037
591559168.000000	22.457188
591562816.000000	23.195831
591566400.000000	22.328510
591569984.000000	21.969938
591573632.000000	22.184816
591577216.000000	22.027704
591580800.000000	21.358829
591584384.000000	21.039114
591587968.000000	20.914253
591591616.000000	20.971800
591595200.000000	21.272417
591598784.000000	21.586403
591602432.000000	21.859684
591606016.000000	22.083839
591609600.000000	22.309259
591613184.000000	21.564692
591616768.000000	21.339558
591620416.000000	21.240482
591624000.000000	21.168610
591627584.000000	21.016451
591631232.000000	20.931757
591634816.000000	20.909958
591638400.000000	20.784760
591641984.000000	20.563101
591645568.000000	20.716072
591649216.000000	21.256908
591652800.000000	22.255138
591656384.000000	22.100803
591660032.000000	22.019667
591663616.000000	21.915525
591667200.000000	21.646049
591670784.000000	21.310061
591674368.000000	20.951748
591678016.000000	20.688036
591681600.000000	20.500998
591685184.000000	20.731506
591688832.000000	21.299023
591692416.000000	21.991482
591696000.000000	22.073790
591699584.000000	21.917265
591703168.000000	21.866735
591706816.000000	21.773849
591710400.000000	21.578951
591713984.000000	21.308977
591717632.000000	20.886642
591721216.000000	20.660543
591724800.000000	20.803732
591728384.000000	20.918465
591731968.000000	21.044733
591735616.000000	21.425676
591739200.000000	21.828541
591742784.000000	21.759026
591746432.000000	21.591684
591750016.000000	21.394215
591753600.000000	21.256592
591757184.000000	21.297634
591760768.000000	21.261103
591764416.000000	21.019428
591768000.000000	20.622124
591771584.000000	20.511274
591775232.000000	20.652424
591778816.000000	20.849213
591782400.000000	21.072147
591785984.000000	21.055613
591789568.000000	21.260977
591793216.000000	21.393347
591796800.000000	21.351400
591800384.000000	21.405916
591804032.000000	21.343939
591807616.000000	21.127197
591811200.000000	20.914291
591814784.000000	20.855919
591818368.000000	20.793633
591822016.000000	20.775105
591825600.000000	20.886993
591829184.000000	21.219851
591832832.000000	21.556681
591836416.000000	21.869650
591840000.000000	21.913513
591843584.000000	21.734734
591847168.000000	21.538412
591850816.000000	21.379395
591854400.000000	21.311710
591857984.000000	21.206404
591861632.000000	21.068930
591865216.000000	21.014030
591868800.000000	21.110313
591872384.000000	21.297436
591875968.000000	21.383436
591879616.000000	21.453636
591883200.000000	21.529472
591886784.000000	21.638338
591890432.000000	21.710648
591894016.000000	21.670349
591897600.000000	21.656273
591901184.000000	21.575306
591904768.000000	21.268019
591908416.000000	20.971745
591912000.000000	20.891577
591915584.000000	21.071728
591919232.000000	21.446310
591922816.000000	21.974918
591926400.000000	22.272793
591929984.000000	22.054682
591933568.000000	21.700083
591937216.000000	21.499166
591940800.000000	21.377115
591944384.000000	21.498953
591948032.000000	21.537792
591951616.000000	21.192932
591955200.000000	21.002186
591958784.000000	21.048059
591962368.000000	21.092087
591966016.000000	21.190235
591969600.000000	21.540407
591973184.000000	21.647751
591976832.000000	21.797682
591980416.000000	21.745029
591984000.000000	21.499924
591987584.000000	21.147730
591991168.000000	20.965889
591994816.000000	20.889816
591998400.000000	20.875776
592001984.000000	20.839499
592005632.000000	20.871357
592009216.000000	21.182405
592012800.000000	21.720709
592016384.000000	22.080606
592019968.000000	22.089390
592023616.000000	21.739513
592027200.000000	21.526924
592030784.000000	21.356277
592034432.000000	20.938446
592038016.000000	20.423740
592041600.000000	20.066996
592045184.000000	20.106010
592048768.000000	20.140911
592052416.000000	20.282131
592056000.000000	20.534399
592059584.000000	20.886293
592063232.000000	21.272432
592066816.000000	21.192831
592070400.000000	20.866903
592073984.000000	20.723663
592077568.000000	20.619244
592081216.000000	20.264383
592084800.000000	20.162239
592088384.000000	20.314209
592092032.000000	20.511318
592095616.000000	20.813776
592099200.000000	21.066317
592102784.000000	21.134016
592106368.000000	21.365049
592110016.000000	21.543993
592113600.000000	21.610943
592117184.000000	21.653284
592120832.000000	21.463150
592124416.000000	21.238876
592128000.000000	20.960051
592131584.000000	20.921118
592135168.000000	20.740793
592138816.000000	20.652140
592142400.000000	20.646421
592145984.000000	20.739136
592149632.000000	21.037180
592153216.000000	21.627556
592156800.000000	21.509575
592160384.000000	20.978937
592163968.000000	20.692255
592167616.000000	20.459269
592171200.000000	20.436806
592174784.000000	20.324081
592178432.000000	20.306850
592182016.000000	20.369448
592185600.000000	20.513157
592189184.000000	20.972855
592192768.000000	21.618006
592196416.000000	21.964849
592200000.000000	21.170811
592203584.000000	20.721918
592207232.000000	20.639324
592210816.000000	20.687582
592214400.000000	20.695143
592217984.000000	20.609587
592221568.000000	20.301939
592225216.000000	19.973385
592228800.000000	19.781338
592232384.000000	19.954565
592236032.000000	20.212925
592239616.000000	20.437056
592243200.000000	20.529409
592246784.000000	20.585987
592250368.000000	20.483160
592254016.000000	20.367393
592257600.000000	20.267874
592261184.000000	19.723984
592264832.000000	19.304728
592268416.000000	19.376003
592272000.000000	19.706432
592275584.000000	20.045380
592279168.000000	20.496244
592282816.000000	21.092339
592286400.000000	21.696411
592289984.000000	21.352213
592293632.000000	20.890127
592297216.000000	20.969971
592300800.000000	20.943392
592304384.000000	20.586981
592307968.000000	20.259348
592311616.000000	20.256525
592315200.000000	20.248472
592318784.000000	20.254808
592322432.000000	20.341829
592326016.000000	20.454454
592329600.000000	20.681337
592333184.000000	21.411600
592336768.000000	21.629673
592340416.000000	21.274002
592344000.000000	20.880091
592347584.000000	20.362272
592351232.000000	19.966524
592354816.000000	19.808048
592358400.000000	19.849430
592361984.000000	19.984854
592365568.000000	20.203781
592369216.000000	20.533869
592372800.000000	21.272532
592376384.000000	22.006824
592380032.000000	21.600435
592383616.000000	20.880146
592387200.000000	20.701899
592390784.000000	20.631538
592394368.000000	20.387146
592398016.000000	20.250088
592401600.000000	20.329504
592405184.000000	20.264982
592408832.000000	20.301615
592412416.000000	20.573038
592416000.000000	20.827301
592419584.000000	20.912497
592423168.000000	20.902597
592426816.000000	20.854034
592430400.000000	20.616589
592433984.000000	20.489826
592437632.000000	20.182821
592441216.000000	20.008421
592444800.000000	19.977985
592448384.000000	19.868801
592451968.000000	19.861317
592455616.000000	20.138988
592459200.000000	20.878185
592462784.000000	21.666611
592466432.000000	22.112421
592470016.000000	21.744030
592473600.000000	21.070477
592477184.000000	20.747078
592480768.000000	20.418463
592484416.000000	20.330914
592488000.000000	20.306999
592491584.000000	20.242138
592495232.000000	20.169167
592498816.000000	20.299919
592502400.000000	20.716782
592505984.000000	21.262180
592509568.000000	21.183317
592513216.000000	20.624033
592516800.000000	20.579973
592520384.000000	20.405714
592524032.000000	20.356647
592527616.000000	19.796539
592531200.000000	19.455959
592534784.000000	19.216585
592538368.000000	19.331202
592542016.000000	19.520699
592545600.000000	19.991762
592549184.000000	20.843090
592552832.000000	21.308075
592556416.000000	21.061850
592560000.000000	20.850647
592563584.000000	20.596203
592567168.000000	20.498812
592570816.000000	20.235573
592574400.000000	19.883303
592577984.000000	19.523552
592581632.000000	19.392933
592585216.000000	19.766796
592588800.000000	20.297216
592592384.000000	20.637138
592595968.000000	20.305407
592599616.000000	20.541348
592603200.000000	20.422802
592606784.000000	20.422981
592610432.000000	20.256393
592614016.000000	20.078104
592617600.000000	19.855663
592621184.000000	19.324930
