Title=potential temperature from YAEYAMA2 Test Case

Legend=(s_rho, eta_rho, xi_rho) = (-0.1, 23.9666, 123.603)
ocean_time (seconds since 2000-01-01 00:00:00)	temp (Celsius)
559105216.000000	28.403227
559108800.000000	28.369770
559112384.000000	28.357639
559116032.000000	28.501106
559119616.000000	28.204014
559123200.000000	28.652328
559126784.000000	28.518297
559130368.000000	28.361774
559134016.000000	28.538485
559137600.000000	28.463068
559141184.000000	28.605579
559144832.000000	28.699680
559148416.000000	28.832670
559152000.000000	28.756769
559155584.000000	28.676218
559159168.000000	28.481394
559162816.000000	28.458853
559166400.000000	28.359833
559169984.000000	28.334515
559173632.000000	28.364298
559177216.000000	28.414076
559180800.000000	28.392824
559184384.000000	28.284569
559187968.000000	28.209539
559191616.000000	28.299879
559195200.000000	28.267061
559198784.000000	28.395170
559202432.000000	28.305744
559206016.000000	28.237188
559209600.000000	28.285315
559213184.000000	28.487568
559216768.000000	28.379185
559220416.000000	28.132938
559224000.000000	28.229494
559227584.000000	28.241196
559231232.000000	28.375490
559234816.000000	28.431684
559238400.000000	28.315872
559241984.000000	28.483494
559245568.000000	28.509140
559249216.000000	28.755352
559252800.000000	28.378965
559256384.000000	28.530499
559260032.000000	28.520235
559263616.000000	28.548059
559267200.000000	28.712646
559270784.000000	28.610905
559274368.000000	28.628822
559278016.000000	28.516632
559281600.000000	28.704271
559285184.000000	29.469093
559288832.000000	29.936255
559292416.000000	29.934990
559296000.000000	29.897289
559299584.000000	29.686800
559303168.000000	29.230537
559306816.000000	29.234869
559310400.000000	29.135180
559313984.000000	29.149191
559317632.000000	29.125246
559321216.000000	29.037558
559324800.000000	29.186062
559328384.000000	29.238354
559331968.000000	29.073927
559335616.000000	29.191607
559339200.000000	28.954597
559342784.000000	28.906603
559346432.000000	28.875889
559350016.000000	28.862890
559353600.000000	28.825567
559357184.000000	28.793827
559360768.000000	28.727287
559364416.000000	28.682570
559368000.000000	28.941072
559371584.000000	29.387436
559375232.000000	29.344473
559378816.000000	29.411110
559382400.000000	29.233446
559385984.000000	29.043482
559389568.000000	28.822615
559393216.000000	28.645590
559396800.000000	28.565355
559400384.000000	29.457785
559404032.000000	28.830755
559407616.000000	28.446959
559411200.000000	28.469650
559414784.000000	28.485474
559418368.000000	28.449389
559422016.000000	28.498976
559425600.000000	28.993313
559429184.000000	29.064615
559432832.000000	29.195745
559436416.000000	28.852854
559440000.000000	28.769939
559443584.000000	29.007236
559447168.000000	28.891844
559450816.000000	29.718039
559454400.000000	29.804304
559457984.000000	29.421282
559461632.000000	28.820084
559465216.000000	29.911180
559468800.000000	29.925652
559472384.000000	30.022554
559475968.000000	29.101566
559479616.000000	28.793924
559483200.000000	28.645082
559486784.000000	28.593029
559490432.000000	28.835041
559494016.000000	29.677521
559497600.000000	29.794992
559501184.000000	29.194656
559504768.000000	29.403091
559508416.000000	29.302448
559512000.000000	29.757460
559515584.000000	29.599155
559519232.000000	29.714050
559522816.000000	29.375467
559526400.000000	29.102453
559529984.000000	28.809875
559533568.000000	28.771210
559537216.000000	28.980194
559540800.000000	29.346806
559544384.000000	29.722126
559548032.000000	29.691097
559551616.000000	29.731525
559555200.000000	29.666325
559558784.000000	29.238953
559562368.000000	28.837624
559566016.000000	28.573029
559569600.000000	28.463577
559573184.000000	28.393391
559576832.000000	28.267805
559580416.000000	28.327187
559584000.000000	28.486620
559587584.000000	28.863342
559591168.000000	28.737619
559594816.000000	28.440557
559598400.000000	28.276049
559601984.000000	28.350399
559605632.000000	28.180899
559609216.000000	28.177240
559612800.000000	28.165300
559616384.000000	28.204426
559619968.000000	28.071754
559623616.000000	28.080223
559627200.000000	28.378380
559630784.000000	28.162863
559634432.000000	28.307894
559638016.000000	28.750154
559641600.000000	28.715580
559645184.000000	28.527834
559648768.000000	28.839447
559652416.000000	28.917091
559656000.000000	29.312943
559659584.000000	28.861403
559663232.000000	28.718321
559666816.000000	28.623400
559670400.000000	28.782688
559673984.000000	29.064402
559677568.000000	29.296736
559681216.000000	29.813751
559684800.000000	29.322384
559688384.000000	28.996195
559692032.000000	28.831123
559695616.000000	29.549282
559699200.000000	29.836069
559702784.000000	29.056967
559706368.000000	28.917812
559710016.000000	28.568317
559713600.000000	28.776960
559717184.000000	29.728729
559720832.000000	29.768312
559724416.000000	29.527065
559728000.000000	29.141094
559731584.000000	29.043251
559735168.000000	28.934256
559738816.000000	28.834545
559742400.000000	29.300421
559745984.000000	28.900461
559749632.000000	28.908674
559753216.000000	29.033966
559756800.000000	29.449188
559760384.000000	29.325260
559763968.000000	29.098238
559767616.000000	28.873789
559771200.000000	28.847864
559774784.000000	29.384089
559778432.000000	29.339537
559782016.000000	28.842388
559785600.000000	28.764132
559789184.000000	28.744547
559792768.000000	28.742641
559796416.000000	29.151356
559800000.000000	29.494854
559803584.000000	28.977421
559807232.000000	28.752363
559810816.000000	29.198496
559814400.000000	29.307749
559817984.000000	29.213062
559821568.000000	28.736259
559825216.000000	28.722132
559828800.000000	28.749222
559832384.000000	28.686251
559836032.000000	28.692730
559839616.000000	28.703386
559843200.000000	28.682205
559846784.000000	28.637753
559850368.000000	28.677149
559854016.000000	28.704350
559857600.000000	28.721909
559861184.000000	29.000248
559864832.000000	29.118801
559868416.000000	28.919083
559872000.000000	28.908983
559875584.000000	29.760361
559879168.000000	29.496286
559882816.000000	29.315355
559886400.000000	28.979013
559889984.000000	28.928825
559893632.000000	29.283468
559897216.000000	29.293312
559900800.000000	29.289099
559904384.000000	29.480528
559907968.000000	29.455986
559911616.000000	29.320433
559915200.000000	29.401579
559918784.000000	29.993721
559922432.000000	30.424397
559926016.000000	29.878901
559929600.000000	30.060619
559933184.000000	30.068438
559936768.000000	29.875586
559940416.000000	29.814167
559944000.000000	30.016037
559947584.000000	30.095123
559951232.000000	29.974039
559954816.000000	29.873865
559958400.000000	29.806587
559961984.000000	29.718683
559965568.000000	29.704859
559969216.000000	29.740158
559972800.000000	29.804792
559976384.000000	29.768360
559980032.000000	29.968815
559983616.000000	30.083351
559987200.000000	30.056803
559990784.000000	30.050186
559994368.000000	30.044260
559998016.000000	29.960297
560001600.000000	29.869200
560005184.000000	29.844751
560008832.000000	29.850754
560012416.000000	29.753397
560016000.000000	29.757494
560019584.000000	29.782269
560023168.000000	29.823397
560026816.000000	29.756754
560030400.000000	29.665030
560033984.000000	29.560204
560037632.000000	29.422874
560041216.000000	29.328478
560044800.000000	29.026947
560048384.000000	29.138115
560051968.000000	29.472780
560055616.000000	29.428316
560059200.000000	29.478439
560062784.000000	29.479494
560066432.000000	29.195612
560070016.000000	29.200253
560073600.000000	29.126957
560077184.000000	29.183130
560080768.000000	29.343281
560084416.000000	29.215284
560088000.000000	29.108232
560091584.000000	29.070101
560095232.000000	29.356289
560098816.000000	29.333004
560102400.000000	29.178312
560105984.000000	28.980492
560109568.000000	28.882101
560113216.000000	28.882553
560116800.000000	29.037535
560120384.000000	29.056604
560124032.000000	29.047390
560127616.000000	29.038233
560131200.000000	29.004587
560134784.000000	28.969652
560138368.000000	28.945255
560142016.000000	29.063026
560145600.000000	29.403339
560149184.000000	29.341589
560152832.000000	29.247572
560156416.000000	29.159752
560160000.000000	28.901957
560163584.000000	28.816565
560167168.000000	29.092264
560170816.000000	29.157219
560174400.000000	29.260111
560177984.000000	29.522152
560181632.000000	29.236506
560185216.000000	29.422823
560188800.000000	29.292141
560192384.000000	29.080187
560195968.000000	29.013247
560199616.000000	28.965105
560203200.000000	28.694643
560206784.000000	28.583059
560210432.000000	28.626059
560214016.000000	28.680309
560217600.000000	28.652998
560221184.000000	28.735453
560224768.000000	28.836153
560228416.000000	28.839920
560232000.000000	28.902960
560235584.000000	28.835587
560239232.000000	28.690001
560242816.000000	28.693796
560246400.000000	28.588144
560249984.000000	28.564747
560253568.000000	28.586576
560257216.000000	28.788195
560260800.000000	28.589010
560264384.000000	28.506317
560268032.000000	28.623930
560271616.000000	28.969431
560275200.000000	28.666550
560278784.000000	28.484690
560282368.000000	28.585512
560286016.000000	28.549257
560289600.000000	28.408222
560293184.000000	28.048925
560296832.000000	28.622852
560300416.000000	28.340536
560304000.000000	28.480732
560307584.000000	28.243704
560311168.000000	28.099955
560314816.000000	28.050755
560318400.000000	28.030727
560321984.000000	27.940290
560325632.000000	28.304970
560329216.000000	28.637791
560332800.000000	28.563726
560336384.000000	28.035566
560339968.000000	29.308271
560343616.000000	29.100899
560347200.000000	29.414249
560350784.000000	29.243656
560354432.000000	29.117720
560358016.000000	29.556271
560361600.000000	29.482676
560365184.000000	29.549868
560368768.000000	29.002386
560372416.000000	28.715219
560376000.000000	28.868654
560379584.000000	28.533445
560383232.000000	28.356174
560386816.000000	28.593029
560390400.000000	28.661699
560393984.000000	29.186615
560397568.000000	29.490528
560401216.000000	29.584700
560404800.000000	29.299866
560408384.000000	29.075890
560412032.000000	29.627474
560415616.000000	29.778305
560419200.000000	29.634451
560422784.000000	29.692564
560426368.000000	29.842440
560430016.000000	29.829906
560433600.000000	29.823088
560437184.000000	29.766436
560440832.000000	29.923035
560444416.000000	29.971188
560448000.000000	29.778084
560451584.000000	29.737223
560455168.000000	29.701891
560458816.000000	29.482882
560462400.000000	29.288296
560465984.000000	29.374804
560469632.000000	29.385351
560473216.000000	29.151051
560476800.000000	28.921633
560480384.000000	28.918810
560483968.000000	28.917124
560487616.000000	28.997414
560491200.000000	28.795723
560494784.000000	28.589298
560498432.000000	28.704571
560502016.000000	29.329342
560505600.000000	29.543316
560509184.000000	29.494328
560512768.000000	28.922392
560516416.000000	29.261150
560520000.000000	29.259542
560523584.000000	29.274826
560527232.000000	29.171328
560530816.000000	29.307583
560534400.000000	29.395424
560537984.000000	29.403229
560541568.000000	29.318417
560545216.000000	29.395473
560548800.000000	29.357555
560552384.000000	29.282875
560556032.000000	29.048405
560559616.000000	29.089636
560563200.000000	28.998047
560566784.000000	29.221710
560570368.000000	29.007772
560574016.000000	29.258911
560577600.000000	29.359148
560581184.000000	29.459686
560584832.000000	29.217209
560588416.000000	29.373844
560592000.000000	29.308807
560595584.000000	29.422909
560599168.000000	29.338747
560602816.000000	29.544781
560606400.000000	29.359766
560609984.000000	29.194258
560613632.000000	29.497177
560617216.000000	29.521223
560620800.000000	29.480299
560624384.000000	29.378763
560627968.000000	29.104656
560631616.000000	29.084909
560635200.000000	29.117239
560638784.000000	29.064737
560642432.000000	28.979506
560646016.000000	28.973785
560649600.000000	28.973742
560653184.000000	28.971542
560656768.000000	28.921854
560660416.000000	28.980482
560664000.000000	29.017126
560667584.000000	29.055849
560671232.000000	29.009809
560674816.000000	28.999432
560678400.000000	29.148342
560681984.000000	29.103075
560685568.000000	29.009153
560689216.000000	28.921848
560692800.000000	28.939512
560696384.000000	28.973944
560700032.000000	28.974424
560703616.000000	28.949236
560707200.000000	28.922359
560710784.000000	28.867451
560714368.000000	28.912535
560718016.000000	28.815491
560721600.000000	28.776579
560725184.000000	28.709778
560728832.000000	28.716354
560732416.000000	28.706694
560736000.000000	28.711933
560739584.000000	28.722403
560743168.000000	28.753695
560746816.000000	28.783798
560750400.000000	28.842375
560753984.000000	28.868454
560757632.000000	28.857540
560761216.000000	28.926647
560764800.000000	29.012793
560768384.000000	28.950584
560771968.000000	28.906393
560775616.000000	28.938860
560779200.000000	28.968075
560782784.000000	28.950642
560786432.000000	28.927868
560790016.000000	28.926750
560793600.000000	28.909260
560797184.000000	28.911657
560800768.000000	28.850746
560804416.000000	28.849764
560808000.000000	28.930687
560811584.000000	28.938236
560815232.000000	28.943281
560818816.000000	28.921516
560822400.000000	28.902149
560825984.000000	28.834091
560829568.000000	28.660000
560833216.000000	28.578465
560836800.000000	28.675982
560840384.000000	29.225834
560844032.000000	28.969793
560847616.000000	29.266663
560851200.000000	29.271755
560854784.000000	29.110128
560858368.000000	28.848717
560862016.000000	28.983572
560865600.000000	29.029308
560869184.000000	29.059267
560872832.000000	28.983477
560876416.000000	28.790138
560880000.000000	28.940289
560883584.000000	29.080795
560887168.000000	29.021679
560890816.000000	28.862051
560894400.000000	28.828701
560897984.000000	28.818188
560901632.000000	28.804340
560905216.000000	28.812910
560908800.000000	28.794523
560912384.000000	28.785494
560915968.000000	28.781191
560919616.000000	28.767818
560923200.000000	28.756994
560926784.000000	28.904724
560930432.000000	29.047129
560934016.000000	29.157356
560937600.000000	29.248716
560941184.000000	29.181026
560944768.000000	28.974274
560948416.000000	29.086098
560952000.000000	29.126860
560955584.000000	29.107553
560959232.000000	29.109833
560962816.000000	29.098291
560966400.000000	29.073013
560969984.000000	29.069483
560973568.000000	29.064209
560977216.000000	29.098663
560980800.000000	29.048157
560984384.000000	28.935167
560988032.000000	28.953924
560991616.000000	28.947659
560995200.000000	28.955011
560998784.000000	28.959110
561002368.000000	28.969315
561006016.000000	28.975069
561009600.000000	29.015297
561013184.000000	28.999907
561016832.000000	29.037975
561020416.000000	29.324936
561024000.000000	29.173077
561027584.000000	29.143211
561031168.000000	29.386021
561034816.000000	29.312292
561038400.000000	29.275772
561041984.000000	29.254436
561045632.000000	29.242180
561049216.000000	29.245867
561052800.000000	29.236004
561056384.000000	29.222689
561059968.000000	29.221886
561063616.000000	29.202133
561067200.000000	29.158726
561070784.000000	29.099611
561074432.000000	29.056658
561078016.000000	29.086123
561081600.000000	29.108227
561085184.000000	29.107874
561088768.000000	29.124132
561092416.000000	29.143093
561096000.000000	29.168604
561099584.000000	29.179165
561103232.000000	29.209734
561106816.000000	29.297756
561110400.000000	29.273300
561113984.000000	29.344988
561117568.000000	29.276880
561121216.000000	29.203985
561124800.000000	29.164497
561128384.000000	29.164793
561132032.000000	29.166899
561135616.000000	29.182213
561139200.000000	29.185528
561142784.000000	29.174086
561146368.000000	29.155565
561150016.000000	29.139381
561153600.000000	29.133022
561157184.000000	29.117662
561160832.000000	29.103754
561164416.000000	29.071726
561168000.000000	29.057877
561171584.000000	29.038513
561175168.000000	29.022099
561178816.000000	29.023367
561182400.000000	29.026077
561185984.000000	29.037889
561189632.000000	29.026699
561193216.000000	29.012075
561196800.000000	28.996077
561200384.000000	28.974434
561203968.000000	28.970806
561207616.000000	28.971676
561211200.000000	28.930964
561214784.000000	28.945427
561218432.000000	28.972654
561222016.000000	28.959995
561225600.000000	28.958643
561229184.000000	28.971987
561232768.000000	28.988911
561236416.000000	28.999138
561240000.000000	28.996279
561243584.000000	28.975206
561247232.000000	28.959866
561250816.000000	28.938864
561254400.000000	28.934351
561257984.000000	28.921286
561261568.000000	28.913914
561265216.000000	28.906988
561268800.000000	28.900984
561272384.000000	28.915003
561276032.000000	28.926655
561279616.000000	28.912683
561283200.000000	28.880024
561286784.000000	28.877241
561290368.000000	28.924234
561294016.000000	28.940815
561297600.000000	28.922903
561301184.000000	28.899652
561304832.000000	28.875341
561308416.000000	28.852049
561312000.000000	28.834566
561315584.000000	28.826937
561319168.000000	28.752840
561322816.000000	28.850657
561326400.000000	28.847372
561329984.000000	28.817650
561333632.000000	28.624329
561337216.000000	28.537415
561340800.000000	28.565464
561344384.000000	28.660620
561347968.000000	28.702871
561351616.000000	28.682617
561355200.000000	28.769550
561358784.000000	28.694613
561362432.000000	28.805195
561366016.000000	28.841763
561369600.000000	28.677229
561373184.000000	28.497078
561376768.000000	28.326818
561380416.000000	28.240702
561384000.000000	28.214645
561387584.000000	28.265444
561391232.000000	28.390024
561394816.000000	28.509666
561398400.000000	28.558737
561401984.000000	28.583206
561405568.000000	28.626364
561409216.000000	28.591799
561412800.000000	28.621061
561416384.000000	28.613548
561420032.000000	28.569843
561423616.000000	28.465872
561427200.000000	28.432318
561430784.000000	28.454695
561434368.000000	28.579723
561438016.000000	28.652460
561441600.000000	28.712460
561445184.000000	28.772078
561448832.000000	28.994225
561452416.000000	29.110353
561456000.000000	28.993858
561459584.000000	28.842659
561463168.000000	28.982258
561466816.000000	28.954359
561470400.000000	28.900581
561473984.000000	28.770525
561477632.000000	28.711117
561481216.000000	28.675602
561484800.000000	28.668848
561488384.000000	28.718212
561491968.000000	28.766510
561495616.000000	28.737883
561499200.000000	28.724424
561502784.000000	28.901997
561506432.000000	29.029402
561510016.000000	28.984072
561513600.000000	29.009790
561517184.000000	29.035837
561520768.000000	29.124996
561524416.000000	29.103813
561528000.000000	29.117010
561531584.000000	29.098507
561535232.000000	29.534163
561538816.000000	29.063631
561542400.000000	29.140289
561545984.000000	29.019882
561549568.000000	29.275822
561553216.000000	29.255930
561556800.000000	29.315573
561560384.000000	29.277908
561564032.000000	29.288065
561567616.000000	29.302622
561571200.000000	29.286573
561574784.000000	29.262119
561578368.000000	29.275848
561582016.000000	29.394794
561585600.000000	29.275139
561589184.000000	29.352287
561592832.000000	29.344261
561596416.000000	29.303026
561600000.000000	29.267174
561603584.000000	29.142126
561607168.000000	29.190174
561610816.000000	29.260475
561614400.000000	29.281242
561617984.000000	29.398653
561621632.000000	29.371229
561625216.000000	29.472914
561628800.000000	29.240145
561632384.000000	29.362822
561635968.000000	29.380844
561639616.000000	29.401733
561643200.000000	29.275858
561646784.000000	29.222408
561650432.000000	29.317926
561654016.000000	29.357515
561657600.000000	29.353739
561661184.000000	29.361172
561664768.000000	29.393705
561668416.000000	29.447901
561672000.000000	29.348867
561675584.000000	29.413744
561679232.000000	29.328861
561682816.000000	29.310545
561686400.000000	29.161617
561689984.000000	29.158928
561693568.000000	29.247534
561697216.000000	29.338999
561700800.000000	29.371038
561704384.000000	29.420889
561708032.000000	29.545376
561711616.000000	29.591576
561715200.000000	29.498323
561718784.000000	29.452782
561722368.000000	29.484663
561726016.000000	29.422888
561729600.000000	29.496006
561733184.000000	29.426146
561736832.000000	29.540197
561740416.000000	29.512568
561744000.000000	29.479641
561747584.000000	29.466314
561751168.000000	29.412689
561754816.000000	29.397665
561758400.000000	29.368929
561761984.000000	29.347994
561765632.000000	29.324045
561769216.000000	29.295523
561772800.000000	29.249008
561776384.000000	29.262615
561779968.000000	29.261660
561783616.000000	29.266483
561787200.000000	29.284973
561790784.000000	29.284098
561794432.000000	29.267975
561798016.000000	29.221703
561801600.000000	29.180986
561805184.000000	29.145454
561808768.000000	29.114122
561812416.000000	29.095682
561816000.000000	29.080515
561819584.000000	29.064594
561823232.000000	29.047432
561826816.000000	29.031485
561830400.000000	29.010027
561833984.000000	28.987429
561837568.000000	28.960897
561841216.000000	28.936617
561844800.000000	28.921543
561848384.000000	28.897243
561852032.000000	28.865686
561855616.000000	28.840706
561859200.000000	28.811476
561862784.000000	28.774057
561866368.000000	28.725128
561870016.000000	28.694998
561873600.000000	28.674070
561877184.000000	28.662500
561880832.000000	28.686470
561884416.000000	28.690113
561888000.000000	28.669254
561891584.000000	28.650131
561895168.000000	28.633018
561898816.000000	28.613712
561902400.000000	28.588346
561905984.000000	28.554613
561909632.000000	28.515018
561913216.000000	28.459845
561916800.000000	28.401178
561920384.000000	28.360727
561923968.000000	28.343969
561927616.000000	28.349657
561931200.000000	28.351065
561934784.000000	28.337824
561938432.000000	28.310448
561942016.000000	28.274298
561945600.000000	28.224073
561949184.000000	28.183254
561952768.000000	28.175558
561956416.000000	28.162333
561960000.000000	28.143406
561963584.000000	28.129503
561967232.000000	28.120863
561970816.000000	28.111578
561974400.000000	28.097128
561977984.000000	28.079258
561981568.000000	28.056906
561985216.000000	28.032776
561988800.000000	28.008600
561992384.000000	27.976179
561996032.000000	27.739195
561999616.000000	27.836823
562003200.000000	27.882261
562006784.000000	27.875883
562010368.000000	27.876343
562014016.000000	27.872070
562017600.000000	27.857277
562021184.000000	27.820156
562024832.000000	27.762604
562028416.000000	27.649511
562032000.000000	27.603897
562035584.000000	27.764158
562039168.000000	27.835508
562042816.000000	27.859158
562046400.000000	27.828487
562049984.000000	27.794048
562053632.000000	27.815002
562057216.000000	27.817093
562060800.000000	27.800688
562064384.000000	27.759283
562067968.000000	27.733107
562071616.000000	27.683250
562075200.000000	27.632677
562078784.000000	27.556744
562082432.000000	27.537167
562086016.000000	27.519421
562089600.000000	27.559528
562093184.000000	27.557175
562096768.000000	27.534121
562100416.000000	27.500797
562104000.000000	27.444061
562107584.000000	27.396542
562111232.000000	27.373161
562114816.000000	27.355524
562118400.000000	27.162127
562121984.000000	27.255556
562125568.000000	27.347036
562129216.000000	27.013603
562132800.000000	27.192856
562136384.000000	27.500465
562140032.000000	27.483503
562143616.000000	27.490547
562147200.000000	27.384310
562150784.000000	27.343273
562154368.000000	27.143742
562158016.000000	26.959532
562161600.000000	27.122807
562165184.000000	27.160845
562168832.000000	27.261425
562172416.000000	27.129244
562176000.000000	26.993462
562179584.000000	27.052870
562183168.000000	26.929296
562186816.000000	26.910456
562190400.000000	26.995508
562193984.000000	26.982508
562197632.000000	26.970385
562201216.000000	26.952093
562204800.000000	26.955309
562208384.000000	26.960653
562211968.000000	26.999847
562215616.000000	26.852451
562219200.000000	26.859470
562222784.000000	27.497868
562226432.000000	27.632917
562230016.000000	27.687639
562233600.000000	27.739227
562237184.000000	27.684650
562240768.000000	27.641592
562244416.000000	27.664341
562248000.000000	27.714346
562251584.000000	27.715666
562255232.000000	27.647718
562258816.000000	27.588428
562262400.000000	27.542866
562265984.000000	27.484612
562269568.000000	27.445950
562273216.000000	27.410616
562276800.000000	27.365173
562280384.000000	27.344494
562284032.000000	27.294090
562287616.000000	27.187979
562291200.000000	27.096622
562294784.000000	27.052866
562298368.000000	27.043606
562302016.000000	27.037552
562305600.000000	27.079996
562309184.000000	27.123144
562312832.000000	27.119005
562316416.000000	27.121954
562320000.000000	27.218224
562323584.000000	27.275074
562327168.000000	27.222256
562330816.000000	27.183586
562334400.000000	27.155661
562337984.000000	27.130617
562341632.000000	27.111839
562345216.000000	27.089855
562348800.000000	27.078251
562352384.000000	27.091755
562355968.000000	27.106987
562359616.000000	27.114164
562363200.000000	27.114645
562366784.000000	27.089920
562370432.000000	27.052786
562374016.000000	27.019825
562377600.000000	26.996172
562381184.000000	26.985250
562384768.000000	26.979761
562388416.000000	26.981089
562392000.000000	26.984394
562395584.000000	26.991766
562399232.000000	26.993483
562402816.000000	26.986643
562406400.000000	26.978748
562409984.000000	26.938326
562413568.000000	26.879011
562417216.000000	26.886312
562420800.000000	26.853289
562424384.000000	26.876829
562428032.000000	26.877760
562431616.000000	26.859848
562435200.000000	26.831482
562438784.000000	26.798988
562442368.000000	26.768133
562446016.000000	26.737242
562449600.000000	26.705469
562453184.000000	26.680769
562456832.000000	26.664434
562460416.000000	26.634024
562464000.000000	26.638275
562467584.000000	26.640560
562471168.000000	26.680605
562474816.000000	26.696678
562478400.000000	26.686453
562481984.000000	26.663010
562485632.000000	26.637589
562489216.000000	26.612471
562492800.000000	26.596411
562496384.000000	26.594463
562499968.000000	26.603645
562503616.000000	26.619295
562507200.000000	26.620979
562510784.000000	26.599974
562514432.000000	26.568806
562518016.000000	26.534618
562521600.000000	26.504581
562525184.000000	26.493332
562528768.000000	26.497246
562532416.000000	26.506882
562536000.000000	26.520536
562539584.000000	26.527765
562543232.000000	26.536331
562546816.000000	26.570143
562550400.000000	26.708450
562553984.000000	26.811308
562557568.000000	26.873436
562561216.000000	26.924749
562564800.000000	26.921114
562568384.000000	26.925943
562572032.000000	26.945723
562575616.000000	26.964600
562579200.000000	27.046183
562582784.000000	27.117010
562586368.000000	27.109594
562590016.000000	27.084425
562593600.000000	27.087486
562597184.000000	27.089556
562600832.000000	27.088633
562604416.000000	27.083731
562608000.000000	27.053396
562611584.000000	27.013659
562615168.000000	26.987146
562618816.000000	26.941578
562622400.000000	27.068457
562625984.000000	27.221901
562629632.000000	27.197985
562633216.000000	27.239637
562636800.000000	27.220581
562640384.000000	27.231874
562643968.000000	27.251865
562647616.000000	27.229662
562651200.000000	27.162506
562654784.000000	27.162292
562658432.000000	27.109102
562662016.000000	27.056952
562665600.000000	27.042582
562669184.000000	27.061716
562672768.000000	27.006821
562676416.000000	26.947283
562680000.000000	26.816622
562683584.000000	26.561522
562687232.000000	26.481543
562690816.000000	26.481874
562694400.000000	26.581438
562697984.000000	26.605139
562701568.000000	26.564831
562705216.000000	26.627096
562708800.000000	27.133579
562712384.000000	27.128519
562716032.000000	27.167318
562719616.000000	26.905325
562723200.000000	26.914904
562726784.000000	26.876709
562730368.000000	26.737293
562734016.000000	26.674582
562737600.000000	26.563143
562741184.000000	26.526581
562744832.000000	26.904848
562748416.000000	26.937298
562752000.000000	26.746222
562755584.000000	26.775877
562759168.000000	26.808088
562762816.000000	26.742947
562766400.000000	26.636106
562769984.000000	26.528851
562773632.000000	26.459793
562777216.000000	26.478878
562780800.000000	26.533010
562784384.000000	26.503849
562787968.000000	26.453064
562791616.000000	26.684366
562795200.000000	27.077099
562798784.000000	26.817862
562802432.000000	27.077143
562806016.000000	26.675074
562809600.000000	26.680079
562813184.000000	26.553675
562816768.000000	26.563433
562820416.000000	26.633718
562824000.000000	26.741526
562827584.000000	26.758669
562831232.000000	26.730013
562834816.000000	26.813242
562838400.000000	26.998489
562841984.000000	27.069675
562845568.000000	27.186161
562849216.000000	27.379625
562852800.000000	27.294270
562856384.000000	26.817690
562860032.000000	26.384607
562863616.000000	26.186417
562867200.000000	26.091986
562870784.000000	26.068336
562874368.000000	26.128765
562878016.000000	26.144726
562881600.000000	26.275438
562885184.000000	26.820410
562888832.000000	26.803051
562892416.000000	26.750000
562896000.000000	26.964962
562899584.000000	26.994341
562903168.000000	27.062273
562906816.000000	26.865286
562910400.000000	26.641218
562913984.000000	26.753582
562917632.000000	26.862631
562921216.000000	26.795689
562924800.000000	26.802416
562928384.000000	26.450588
562931968.000000	26.441118
562935616.000000	26.538925
562939200.000000	26.865343
562942784.000000	26.916691
562946432.000000	26.714937
562950016.000000	26.376249
562953600.000000	26.205856
562957184.000000	26.008329
562960768.000000	26.002386
562964416.000000	25.954809
562968000.000000	25.965532
562971584.000000	25.992990
